CV_Text,JD_Text,Match_Label,Score
"Tôi là một Chuyên viên Phân tích Dữ liệu có 2 năm kinh nghiệm trong việc phân tích và trực quan hóa dữ liệu kinh doanh. Tôi đã từng làm việc với các công cụ như Excel, Tableau và có kiến thức về các kỹ thuật thống kê như hồi quy tuyến tính, phân tích phương sai. Tuy nhiên, tôi chưa có kinh nghiệm trực tiếp với các công nghệ dữ liệu lớn hoặc các ngôn ngữ lập trình như Python, Java. Tôi chủ yếu tập trung vào việc phân tích và giải thích dữ liệu kinh doanh để hỗ trợ các quyết định kinh doanh.",Data Engineer,Hard_Negative,0.0
"Tên: Nguyễn Văn A
Chức vụ: Kỹ sư vận hành kỹ thuật
Trình độ: Đại học
Kinh nghiệm: 5 năm
Kỹ năng: Quản lý hệ thống, phân tích vấn đề, giải quyết sự cố, thiết kế hệ thống, triển khai dự án, quản lý dự án, kỹ năng giao tiếp, làm việc nhóm
Mô tả công việc: Quản lý và vận hành các hệ thống kỹ thuật, phân tích và giải quyết các vấn đề kỹ thuật, thiết kế và triển khai các dự án kỹ thuật, quản lý và đào tạo nhân viên
Thành tích: Đã triển khai thành công nhiều dự án kỹ thuật, cải thiện hiệu suất hệ thống lên 30%, giảm thời gian giải quyết sự cố xuống 25%",Technical Operations,Positive,1.0
"Tên: Trần Thị B
Chức vụ: Chuyên viên kỹ thuật
Trình độ: Cao đẳng
Kinh nghiệm: 3 năm
Kỹ năng: Sửa chữa thiết bị, cài đặt phần mềm, quản lý mạng, kỹ năng giao tiếp
Mô tả công việc: Sửa chữa và bảo trì thiết bị, cài đặt phần mềm, quản lý mạng và hệ thống
Thành tích: Đã sửa chữa thành công nhiều thiết bị, cải thiện hiệu suất làm việc lên 20%",Technical Operations,Medium,0.5
"Tên: Lê Văn C
Chức vụ: Nhân viên kế toán
Trình độ: Đại học
Kinh nghiệm: 2 năm
Kỹ năng: Làm việc với số liệu, quản lý tài chính, kỹ năng giao tiếp
Mô tả công việc: Quản lý tài chính, làm việc với số liệu, phân tích báo cáo tài chính
Thành tích: Đã giúp công ty giảm chi phí xuống 15%, cải thiện hiệu suất làm việc lên 10%",Technical Operations,Hard_Negative,0.0
"Tôi là một chuyên viên phân tích kinh doanh với hơn 5 năm kinh nghiệm trong lĩnh vực tư vấn quản lý và phân tích dữ liệu. Tôi đã từng làm việc cho các công ty lớn như FPT và Viettel, nơi tôi đã phát triển và thực hiện các dự án phân tích kinh doanh để cải thiện hiệu suất và giảm chi phí. Tôi có kỹ năng xuất sắc trong việc phân tích dữ liệu, xây dựng mô hình kinh doanh và trình bày báo cáo cho các cấp lãnh đạo. Tôi cũng có chứng chỉ CBAP và TOGAF, và tôi thành thạo trong việc sử dụng các công cụ như Excel, SQL, và Tableau.",Business Analyst,Positive,1.0
"Tôi là một nhân viên hành chính với 3 năm kinh nghiệm trong lĩnh vực hỗ trợ và điều hành. Tôi đã từng làm việc cho các công ty nhỏ và vừa, nơi tôi đã hỗ trợ các dự án và thực hiện các nhiệm vụ hành chính. Tôi có kỹ năng cơ bản trong việc phân tích dữ liệu và trình bày báo cáo, nhưng tôi chưa có kinh nghiệm trực tiếp trong lĩnh vực phân tích kinh doanh. Tôi đang học hỏi và phát triển kỹ năng của mình, và tôi mong muốn được làm việc trong lĩnh vực phân tích kinh doanh để áp dụng kiến thức và kỹ năng của mình.",Business Analyst,Medium,0.5
"Tôi là một nhà thiết kế đồ họa với 5 năm kinh nghiệm trong lĩnh vực thiết kế và nghệ thuật. Tôi đã từng làm việc cho các công ty quảng cáo và truyền thông, nơi tôi đã thiết kế và tạo ra các tác phẩm đồ họa cho các chiến dịch quảng cáo. Tôi có kỹ năng xuất sắc trong việc sử dụng các công cụ thiết kế như Adobe Creative Cloud, nhưng tôi không có kinh nghiệm trong lĩnh vực phân tích kinh doanh. Tôi đang tìm kiếm một cơ hội mới để áp dụng kỹ năng sáng tạo của mình, nhưng tôi không chắc chắn liệu tôi có phù hợp với vị trí phân tích kinh doanh hay không.",Business Analyst,Hard_Negative,0.0
"Tôi là một Kiến trúc sư Mạng với hơn 8 năm kinh nghiệm trong việc thiết kế, triển khai và quản lý các hệ thống mạng phức tạp. Tôi có kiến thức sâu về các công nghệ mạng như Cisco, Juniper, và VMware. Tôi cũng có kinh nghiệm về bảo mật mạng, bao gồm việc triển khai các giải pháp phòng thủ như firewall, VPN, và IDS. Tôi đã từng làm việc cho các công ty lớn và có chứng chỉ CCNA, CCNP, và CCIE.",Network Architect,Positive,1.0
"Tôi là một Kỹ sư Mạng có 5 năm kinh nghiệm trong việc quản lý và bảo trì các hệ thống mạng. Tôi có kiến thức về các công nghệ mạng như Cisco và VMware, nhưng tôi chưa có kinh nghiệm về Juniper. Tôi cũng có kiến thức cơ bản về bảo mật mạng, nhưng tôi chưa từng triển khai các giải pháp phòng thủ phức tạp. Tôi đã từng làm việc cho các công ty nhỏ và có chứng chỉ CCNA.",Network Architect,Medium,0.5
"Tôi là một Chuyên viên Phân tích Dữ liệu với 3 năm kinh nghiệm trong việc phân tích và trực quan hóa dữ liệu. Tôi có kiến thức về các công cụ như Python, Excel, và Tableau, nhưng tôi chưa có kinh nghiệm về mạng. Tôi đã từng làm việc cho các công ty về tài chính và có chứng chỉ về phân tích dữ liệu. Tôi đang tìm kiếm cơ hội để chuyển sang lĩnh vực mới và phát triển kỹ năng của mình.",Network Architect,Hard_Negative,0.0
"Tôi là một chuyên gia tích hợp công nghệ với hơn 8 năm kinh nghiệm trong việc thiết kế, phát triển và triển khai các hệ thống tích hợp. Tôi đã từng làm việc với nhiều công nghệ khác nhau như API, ESB, Microservices và có kinh nghiệm với các công cụ như MuleSoft, Apache Kafka, Docker. Tôi cũng có kỹ năng về thiết kế hệ thống, phân tích yêu cầu và quản lý dự án. Hiện tại, tôi đang tìm kiếm một vị trí mới để có thể tận dụng kỹ năng và kinh nghiệm của mình.",Technology Integration,Positive,1.0
"Tôi là một lập trình viên với 5 năm kinh nghiệm, tôi đã từng làm việc với các công nghệ như Java, Python và có kinh nghiệm với các cơ sở dữ liệu như MySQL, MongoDB. Tôi cũng có kiến thức cơ bản về thiết kế hệ thống và phân tích yêu cầu. Tuy nhiên, tôi chưa có kinh nghiệm với các công cụ tích hợp như ESB, MuleSoft và chưa từng làm việc với Microservices. Tôi đang tìm kiếm một vị trí để có thể học hỏi và phát triển kỹ năng của mình.",Technology Integration,Medium,0.5
"Tôi là một nhà thiết kế đồ họa với 3 năm kinh nghiệm, tôi đã từng làm việc với các công cụ như Adobe Creative Cloud, Sketch và có kinh nghiệm với các dự án thiết kế thương hiệu, thiết kế web. Tôi cũng có kỹ năng về chụp ảnh và quay phim. Tuy nhiên, tôi không có kinh nghiệm với các công nghệ như API, ESB, Microservices và không có kiến thức về thiết kế hệ thống, phân tích yêu cầu. Tôi đang tìm kiếm một vị trí mới để có thể tận dụng kỹ năng thiết kế của mình.",Technology Integration,Hard_Negative,0.0
"Tên: Nguyễn Văn A
Chức danh: Quản lý Dữ liệu và Phân tích
Trình độ: Thạc sĩ Quản trị Kinh doanh
Kinh nghiệm: 8 năm trong lĩnh vực dữ liệu và phân tích, bao gồm 3 năm là Quản lý Dữ liệu và Phân tích tại Công ty XYZ. Có kinh nghiệm trong việc phát triển và thực hiện các chiến lược dữ liệu, xây dựng và quản lý các hệ thống dữ liệu, và phân tích dữ liệu để đưa ra quyết định kinh doanh.
Kỹ năng: SQL, Python, Tableau, Power BI, Machine Learning, Deep Learning, Dữ liệu lớn, Phân tích dữ liệu, Visualization dữ liệu.",Data and Analytics Manager,Positive,1.0
"Tên: Trần Thị B
Chức danh: Chuyên viên Dữ liệu
Trình độ: Cử nhân Khoa học Máy tính
Kinh nghiệm: 5 năm trong lĩnh vực dữ liệu, bao gồm 2 năm là Chuyên viên Dữ liệu tại Công ty ABC. Có kinh nghiệm trong việc thu thập và phân tích dữ liệu, nhưng chưa có kinh nghiệm trong việc quản lý và xây dựng hệ thống dữ liệu.
Kỹ năng: SQL, Python, Excel, Dữ liệu, Phân tích dữ liệu, nhưng chưa có kinh nghiệm với Tableau, Power BI, Machine Learning.",Data and Analytics Manager,Medium,0.5
"Tên: Lê Văn C
Chức danh: Nhà phát triển Web
Trình độ: Cử nhân Khoa học Máy tính
Kinh nghiệm: 3 năm trong lĩnh vực phát triển web, bao gồm 1 năm là Nhà phát triển Web tại Công ty DEF. Có kinh nghiệm trong việc xây dựng các ứng dụng web, nhưng chưa có kinh nghiệm trong lĩnh vực dữ liệu và phân tích.
Kỹ năng: HTML, CSS, JavaScript, PHP, MySQL, nhưng chưa có kinh nghiệm với SQL, Python, Tableau, Power BI, Machine Learning.",Data and Analytics Manager,Hard_Negative,0.0
"Tôi là chuyên viên quản lý chất lượng dữ liệu với hơn 5 năm kinh nghiệm trong lĩnh vực phân tích và cải thiện chất lượng dữ liệu. Tôi đã từng làm việc tại các công ty lớn như FPT và Viettel, nơi tôi đã áp dụng thành công các kỹ thuật kiểm tra và xác thực dữ liệu để giảm thiểu sai sót và tăng cường độ chính xác. Tôi có kiến thức sâu về các công cụ quản lý dữ liệu như Informatica, Talend và có kinh nghiệm trong việc xây dựng và triển khai các chương trình kiểm tra chất lượng dữ liệu.",Data Quality Manager,Positive,1.0
"Tôi là một chuyên viên phân tích dữ liệu với 3 năm kinh nghiệm trong việc phân tích và trình bày dữ liệu. Tôi đã từng làm việc tại các công ty như VinGroup và Mobifone, nơi tôi đã thực hiện các dự án phân tích dữ liệu và cung cấp thông tin chi tiết cho các bộ phận kinh doanh. Tuy nhiên, tôi chưa có kinh nghiệm trực tiếp trong việc quản lý chất lượng dữ liệu và chưa từng sử dụng các công cụ như Informatica hoặc Talend.",Data Quality Manager,Medium,0.5
"Tôi là một lập trình viên Python với hơn 2 năm kinh nghiệm trong việc phát triển các ứng dụng web và di động. Tôi đã từng làm việc tại các công ty khởi nghiệp như Foody và Tiki, nơi tôi đã xây dựng các ứng dụng sử dụng dữ liệu nhưng không có kinh nghiệm trong việc quản lý chất lượng dữ liệu. Tôi có kiến thức cơ bản về cấu trúc dữ liệu và thuật toán nhưng chưa từng làm việc trong lĩnh vực quản lý chất lượng dữ liệu.",Data Quality Manager,Hard_Negative,0.0
"Tên: Nguyễn Văn A
Chức vụ: Kiến trúc sư Dữ liệu
Trình độ: Thạc sĩ Khoa học Máy tính
Kinh nghiệm: 8 năm
Kỹ năng: Thiết kế cơ sở dữ liệu, Phát triển hệ thống dữ liệu, Quản lý dữ liệu, Data Warehousing, ETL, Data Governance, Data Quality, Hadoop, Spark, NoSQL, Cloud Computing (AWS, Azure)
Lịch sử công việc:
- Kiến trúc sư Dữ liệu tại Công ty XYZ (2018-nay)
- Chuyên viên phân tích dữ liệu tại Công ty ABC (2015-2018)
Giải thưởng: Giải thưởng Kiến trúc sư Dữ liệu xuất sắc nhất năm 2020",Data Architect,Positive,1.0
"Tên: Trần Thị B
Chức vụ: Chuyên viên phân tích dữ liệu
Trình độ: Cử nhân Khoa học Máy tính
Kinh nghiệm: 5 năm
Kỹ năng: Phân tích dữ liệu, Thiết kế cơ sở dữ liệu, Data Visualization, SQL, Python, Tableau
Lịch sử công việc:
- Chuyên viên phân tích dữ liệu tại Công ty DEF (2019-nay)
- Thực tập sinh phân tích dữ liệu tại Công ty GHI (2018)
Chú thích: Không có kinh nghiệm về Data Warehousing, ETL, Data Governance",Data Architect,Medium,0.5
"Tên: Lê Văn C
Chức vụ: Nhân viên hỗ trợ kỹ thuật
Trình độ: Trung cấp Cơ điện tử
Kinh nghiệm: 3 năm
Kỹ năng: Sửa chữa máy tính, Cài đặt phần mềm, Hỗ trợ kỹ thuật
Lịch sử công việc:
- Nhân viên hỗ trợ kỹ thuật tại Công ty JKL (2020-nay)
- Nhân viên bảo trì tại Công ty MNO (2018-2020)
Chú thích: Không có kinh nghiệm về dữ liệu, chỉ biết sử dụng một số công cụ hỗ trợ kỹ thuật",Data Architect,Hard_Negative,0.0
"Tôi là một kỹ sư trí tuệ nhân tạo với hơn 5 năm kinh nghiệm trong lĩnh vực phát triển và triển khai các hệ thống AI. Tôi đã từng làm việc tại các công ty công nghệ hàng đầu và có kinh nghiệm với các công nghệ như Machine Learning, Deep Learning, Natural Language Processing. Tôi cũng có kiến thức sâu về các thư viện và framework như TensorFlow, PyTorch, Keras. Tôi đã tham gia vào nhiều dự án lớn và có thành tích đáng kể trong việc cải thiện hiệu suất và độ chính xác của các mô hình AI.",Artificial Intelligence,Positive,1.0
"Tôi là một lập trình viên với 3 năm kinh nghiệm trong lĩnh vực phát triển phần mềm. Tôi đã từng làm việc với các ngôn ngữ lập trình như Python, Java và có kiến thức cơ bản về Machine Learning. Tôi cũng có kinh nghiệm với các công nghệ như Data Analytics, Cloud Computing. Tuy nhiên, tôi chưa có kinh nghiệm trực tiếp với Deep Learning và Natural Language Processing. Tôi đang tìm kiếm một cơ hội để phát triển kỹ năng của mình trong lĩnh vực trí tuệ nhân tạo.",Artificial Intelligence,Medium,0.5
"Tôi là một chuyên viên phân tích dữ liệu với 2 năm kinh nghiệm trong lĩnh vực phân tích kinh doanh. Tôi đã từng làm việc với các công cụ như Excel, SQL và có kiến thức cơ bản về thống kê. Tôi cũng có kinh nghiệm với các phần mềm như Tableau, Power BI. Tuy nhiên, tôi chưa có kinh nghiệm nào với các công nghệ AI như Machine Learning, Deep Learning. Tôi đang tìm kiếm một cơ hội để chuyển đổi sang lĩnh vực mới, nhưng tôi chưa có kế hoạch học hỏi về trí tuệ nhân tạo.",Artificial Intelligence,Hard_Negative,0.0
"Tôi là một chuyên gia phân tích dữ liệu với hơn 8 năm kinh nghiệm trong việc quản lý và phân tích dữ liệu để hỗ trợ các quyết định kinh doanh. Tôi đã từng làm việc với các công ty lớn trong lĩnh vực tài chính và bán lẻ, nơi tôi đã phát triển và triển khai các giải pháp phân tích dữ liệu để tăng cường hiệu suất kinh doanh. Tôi có kỹ năng sâu về các công cụ phân tích dữ liệu như Excel, SQL, Python và Tableau, cũng như kinh nghiệm trong việc quản lý và dẫn dắt các đội nhóm phân tích dữ liệu.",Data and Analytics Manager,Positive,1.0
"Tôi là một chuyên viên phân tích kinh doanh với 5 năm kinh nghiệm trong việc phân tích và trình bày dữ liệu. Tôi đã từng làm việc với các công cụ như Excel và SQL, và có kiến thức cơ bản về phân tích thống kê. Tuy nhiên, tôi chưa có kinh nghiệm trong việc quản lý các đội nhóm phân tích dữ liệu và chưa từng làm việc với các công cụ như Python và Tableau. Tôi đang tìm kiếm cơ hội để phát triển kỹ năng và kinh nghiệm của mình trong lĩnh vực phân tích dữ liệu.",Data and Analytics Manager,Medium,0.5
"Tôi là một nhà phát triển web với 3 năm kinh nghiệm trong việc thiết kế và xây dựng các ứng dụng web. Tôi có kỹ năng sâu về các ngôn ngữ lập trình như HTML, CSS và JavaScript, và đã từng làm việc với các framework như React và Angular. Tôi cũng có kinh nghiệm trong việc quản lý các dự án phát triển web và dẫn dắt các đội nhóm phát triển. Tuy nhiên, tôi chưa có kinh nghiệm trong việc phân tích dữ liệu và chưa từng làm việc với các công cụ phân tích dữ liệu như Excel, SQL, Python và Tableau.",Data and Analytics Manager,Hard_Negative,0.0
"Tôi là một chuyên gia phân tích dữ liệu với hơn 8 năm kinh nghiệm trong lĩnh vực quản lý và phân tích dữ liệu. Tôi đã từng làm việc cho nhiều công ty lớn, bao gồm cả các công ty công nghệ và tài chính. Tôi có kiến thức sâu rộng về các công cụ phân tích dữ liệu như Excel, SQL, Tableau và Power BI. Tôi cũng có kinh nghiệm trong việc xây dựng và quản lý các hệ thống quản lý dữ liệu, cũng như đào tạo và hỗ trợ các thành viên trong nhóm. Tôi tốt nghiệp Đại học với bằng cấp về thống kê và toán học.",Data and Analytics Manager,Positive,1.0
"Tôi là một chuyên viên phân tích kinh doanh với 5 năm kinh nghiệm trong việc phân tích và trình bày dữ liệu. Tôi có kỹ năng sử dụng các công cụ như Excel và SQL, nhưng chưa có kinh nghiệm với Tableau và Power BI. Tôi đã từng làm việc cho một số công ty nhỏ và vừa, và tôi có kiến thức về các nguyên tắc kinh doanh và quản lý. Tôi tốt nghiệp Đại học với bằng cấp về kinh doanh và quản lý.",Data and Analytics Manager,Medium,0.5
"Tôi là một nhà thiết kế đồ họa với 3 năm kinh nghiệm trong việc thiết kế và tạo ra các tài liệu quảng cáo. Tôi có kỹ năng sử dụng các công cụ như Adobe Creative Cloud, nhưng không có kinh nghiệm với các công cụ phân tích dữ liệu. Tôi đã từng làm việc cho một số công ty quảng cáo, và tôi có kiến thức về các nguyên tắc thiết kế và sáng tạo. Tôi tốt nghiệp Đại học với bằng cấp về thiết kế đồ họa.",Data and Analytics Manager,Hard_Negative,0.0
"Tôi là một chuyên viên vận hành kỹ thuật với hơn 5 năm kinh nghiệm trong lĩnh vực công nghệ thông tin. Tôi đã từng làm việc cho một số công ty lớn, nơi tôi đã tham gia vào việc xây dựng và quản lý hệ thống máy chủ, mạng và cơ sở dữ liệu. Tôi có kiến thức sâu về các công nghệ như Linux, Windows, VMware, Cisco và các công nghệ lưu trữ. Tôi cũng có kinh nghiệm về việc quản lý và giám sát hệ thống, cũng như việc giải quyết các vấn đề kỹ thuật phức tạp. Tôi có chứng chỉ CCNA và đang theo đuổi chứng chỉ CCNP.",Technical Operations,Positive,1.0
"Tôi là một chuyên viên hỗ trợ kỹ thuật với 3 năm kinh nghiệm trong lĩnh vực công nghệ thông tin. Tôi đã từng làm việc cho một số công ty nhỏ, nơi tôi đã tham gia vào việc hỗ trợ người dùng và giải quyết các vấn đề kỹ thuật cơ bản. Tôi có kiến thức về các công nghệ như Windows, macOS và các công nghệ mạng cơ bản. Tuy nhiên, tôi chưa có kinh nghiệm về việc quản lý hệ thống máy chủ và cơ sở dữ liệu, cũng như các công nghệ lưu trữ tiên tiến.",Technical Operations,Medium,0.5
"Tôi là một nhà phân tích dữ liệu với 2 năm kinh nghiệm trong lĩnh vực kinh doanh. Tôi đã từng làm việc cho một số công ty, nơi tôi đã tham gia vào việc phân tích dữ liệu và tạo báo cáo. Tôi có kiến thức về các công cụ như Excel, SQL và Tableau. Tuy nhiên, tôi không có kinh nghiệm về việc quản lý hệ thống máy chủ, mạng và cơ sở dữ liệu, cũng như các công nghệ kỹ thuật khác. Tôi đang tìm kiếm một cơ hội để chuyển sang lĩnh vực công nghệ thông tin.",Technical Operations,Hard_Negative,0.0
"Tôi là Kiến trúc sư Dữ liệu có 8 năm kinh nghiệm trong việc thiết kế và triển khai các hệ thống dữ liệu phức tạp. Tôi đã từng làm việc cho các công ty công nghệ hàng đầu và đã tham gia vào nhiều dự án quy mô lớn. Tôi có kinh nghiệm với các công nghệ như Hadoop, Spark, NoSQL và cơ sở dữ liệu quan hệ. Tôi cũng có kỹ năng về thiết kế dữ liệu, kiến trúc dữ liệu và quản lý dữ liệu. Tôi đã tốt nghiệp Đại học Bách khoa Hà Nội với bằng cấp về công nghệ thông tin.",Data Architect,Positive,1.0
"Tôi là Nhà phát triển phần mềm có 5 năm kinh nghiệm trong việc xây dựng các ứng dụng web và di động. Tôi đã từng làm việc với các công nghệ như Python, Java và JavaScript. Tôi cũng có kinh nghiệm với các cơ sở dữ liệu như MySQL và MongoDB. Tuy nhiên, tôi chưa có kinh nghiệm trực tiếp với các công nghệ như Hadoop và Spark. Tôi đã tốt nghiệp Đại học FPT với bằng cấp về công nghệ thông tin.",Data Architect,Medium,0.5
"Tôi là Nhà phân tích kinh doanh có 3 năm kinh nghiệm trong việc phân tích dữ liệu và tạo báo cáo. Tôi đã từng làm việc với các công cụ như Excel và Tableau. Tôi cũng có kinh nghiệm với các kỹ thuật phân tích dữ liệu như thống kê và trực quan hóa dữ liệu. Tuy nhiên, tôi chưa có kinh nghiệm với các công nghệ như thiết kế dữ liệu, kiến trúc dữ liệu và quản lý dữ liệu. Tôi đã tốt nghiệp Đại học Kinh tế Quốc dân với bằng cấp về kinh tế.",Data Architect,Hard_Negative,0.0
"Tên: Nguyễn Văn A
Chức danh: Tư vấn viên CNTT
Trình độ học vấn: Đại học
Kinh nghiệm làm việc: 5 năm
Kỹ năng: Phân tích hệ thống, thiết kế hệ thống, triển khai hệ thống, tư vấn CNTT
Lịch sử công việc: 
- Tư vấn viên CNTT tại Công ty XYZ (2018-2020)
- Chuyên viên phân tích hệ thống tại Công ty ABC (2020-2022)
- Tư vấn viên CNTT tại Công ty DEF (2022-nay)
Mục tiêu nghề nghiệp: Trở thành một chuyên gia tư vấn CNTT hàng đầu",IT Consultant,Positive,1.0
"Tên: Trần Thị B
Chức danh: Chuyên viên phân tích dữ liệu
Trình độ học vấn: Đại học
Kinh nghiệm làm việc: 3 năm
Kỹ năng: Phân tích dữ liệu, thiết kế báo cáo, phân tích kinh doanh
Lịch sử công việc: 
- Chuyên viên phân tích dữ liệu tại Công ty GHI (2019-2021)
- Chuyên viên tư vấn kinh doanh tại Công ty JKL (2021-2022)
Mục tiêu nghề nghiệp: Phát triển kỹ năng phân tích dữ liệu và tư vấn kinh doanh",IT Consultant,Medium,0.5
"Tên: Lê Văn C
Chức danh: Giáo viên tiếng Anh
Trình độ học vấn: Đại học
Kinh nghiệm làm việc: 5 năm
Kỹ năng: Dạy học, thiết kế bài giảng, giao tiếp
Lịch sử công việc: 
- Giáo viên tiếng Anh tại Trường học XYZ (2018-2020)
- Giáo viên tiếng Anh tại Trường học ABC (2020-2022)
Mục tiêu nghề nghiệp: Trở thành một giáo viên tiếng Anh giỏi",IT Consultant,Hard_Negative,0.0
"Tôi là một nhà phát triển có kinh nghiệm về dịch vụ đám mây, với hơn 5 năm kinh nghiệm trong việc thiết kế và triển khai các giải pháp đám mây trên các nền tảng như AWS, Azure và Google Cloud. Tôi có kiến thức sâu về các công nghệ như Docker, Kubernetes và Terraform. Tôi đã từng làm việc cho các công ty lớn, nơi tôi đã phát triển và triển khai các ứng dụng đám mây phức tạp. Tôi cũng có kinh nghiệm về bảo mật và quản lý dữ liệu trên đám mây.",Cloud Services Developer,Positive,1.0
"Tôi là một nhà phát triển phần mềm có kinh nghiệm về phát triển ứng dụng web, với hơn 3 năm kinh nghiệm trong việc sử dụng các công nghệ như Python, Java và JavaScript. Tôi cũng có kiến thức cơ bản về các dịch vụ đám mây như AWS và Azure, nhưng chưa có kinh nghiệm trực tiếp về triển khai và quản lý các giải pháp đám mây. Tôi đã từng làm việc cho các công ty nhỏ, nơi tôi đã phát triển các ứng dụng web đơn giản.",Cloud Services Developer,Medium,0.5
"Tôi là một nhà phân tích dữ liệu có kinh nghiệm về phân tích và trực quan hóa dữ liệu, với hơn 2 năm kinh nghiệm trong việc sử dụng các công nghệ như Excel, Tableau và Power BI. Tôi cũng có kiến thức cơ bản về lập trình Python, nhưng chưa có kinh nghiệm về phát triển ứng dụng hoặc dịch vụ đám mây. Tôi đã từng làm việc cho các công ty tư vấn, nơi tôi đã phân tích và trình bày dữ liệu cho các khách hàng.",Cloud Services Developer,Hard_Negative,0.0
"Tôi là một chuyên viên quản trị cơ sở dữ liệu có kinh nghiệm hơn 5 năm. Tôi đã từng làm việc cho các công ty lớn như FPT và Viettel, nơi tôi đã quản trị và tối ưu hóa các cơ sở dữ liệu lớn. Tôi có kiến thức sâu về các hệ quản trị cơ sở dữ liệu như MySQL, Oracle và SQL Server. Tôi cũng có kinh nghiệm về thiết kế và triển khai các hệ thống cơ sở dữ liệu mới, cũng như thực hiện các biện pháp sao lưu và phục hồi dữ liệu.",Database Administrator,Positive,1.0
"Tôi là một lập trình viên có kinh nghiệm về phát triển ứng dụng web. Tôi đã từng làm việc với các cơ sở dữ liệu như MySQL và MongoDB, nhưng chưa có kinh nghiệm về Oracle và SQL Server. Tôi có kiến thức về thiết kế cơ sở dữ liệu và đã từng thực hiện các dự án về phát triển ứng dụng web sử dụng cơ sở dữ liệu.",Database Administrator,Medium,0.5
"Tôi là một chuyên viên phân tích dữ liệu có kinh nghiệm về phân tích và trực quan hóa dữ liệu. Tôi đã từng làm việc với các công cụ như Excel, Tableau và Power BI, nhưng chưa có kinh nghiệm về quản trị cơ sở dữ liệu. Tôi có kiến thức về thống kê và đã từng thực hiện các dự án về phân tích dữ liệu, nhưng chưa có kinh nghiệm về thiết kế và triển khai các hệ thống cơ sở dữ liệu.",Database Administrator,Hard_Negative,0.0
"Tôi là một nhà phát triển ứng dụng toàn diện với hơn 5 năm kinh nghiệm trong lĩnh vực công nghệ thông tin. Tôi có kỹ năng lập trình vững chắc với các ngôn ngữ như JavaScript, Python, HTML/CSS và có kinh nghiệm làm việc với các framework như React, Angular, Vue.js. Tôi cũng có kiến thức sâu về cơ sở dữ liệu như MySQL, MongoDB và có kinh nghiệm với các công cụ như Git, Docker. Tôi đã từng làm việc cho nhiều dự án khác nhau, từ ứng dụng web đến ứng dụng di động, và có khả năng làm việc độc lập cũng như làm việc nhóm.",Full Stack Developer,Positive,1.0
"Tôi là một nhà phát triển ứng dụng với 3 năm kinh nghiệm trong lĩnh vực công nghệ thông tin. Tôi có kỹ năng lập trình với các ngôn ngữ như JavaScript, HTML/CSS và có kinh nghiệm làm việc với framework như React. Tôi cũng có kiến thức về cơ sở dữ liệu như MySQL, nhưng chưa có kinh nghiệm với các công cụ như Docker. Tôi đã từng làm việc cho một số dự án nhỏ và có khả năng làm việc độc lập, nhưng chưa có kinh nghiệm làm việc nhóm lớn.",Full Stack Developer,Medium,0.5
"Tôi là một nhà phân tích dữ liệu với 2 năm kinh nghiệm trong lĩnh vực kinh doanh. Tôi có kỹ năng làm việc với các công cụ như Excel, Tableau và có kiến thức về thống kê. Tôi cũng có kinh nghiệm làm việc với ngôn ngữ Python, nhưng chỉ sử dụng nó cho mục đích phân tích dữ liệu. Tôi chưa có kinh nghiệm làm việc với các framework như React, Angular, Vue.js và chưa có kiến thức về cơ sở dữ liệu như MySQL, MongoDB.",Full Stack Developer,Hard_Negative,0.0
"Tôi là một Kiến trúc sư Dữ liệu có hơn 10 năm kinh nghiệm trong lĩnh vực thiết kế và triển khai kiến trúc dữ liệu. Tôi đã từng làm việc cho các công ty công nghệ hàng đầu và đã triển khai thành công nhiều dự án kiến trúc dữ liệu phức tạp. Tôi có kỹ năng sâu về các công nghệ như Hadoop, Spark, NoSQL, và Data Warehousing. Tôi cũng có kinh nghiệm về thiết kế và triển khai các hệ thống dữ liệu lớn, bao gồm cả việc thiết kế và xây dựng các mô hình dữ liệu, cũng như việc triển khai các công cụ quản lý dữ liệu.",Data Architect,Positive,1.0
"Tôi là một Nhà phát triển Phần mềm có 5 năm kinh nghiệm trong lĩnh vực phát triển phần mềm. Tôi đã từng làm việc với các công nghệ như Python, Java, và C++. Tôi cũng có kinh nghiệm về cơ sở dữ liệu và đã từng làm việc với các hệ quản trị cơ sở dữ liệu như MySQL và MongoDB. Tuy nhiên, tôi chưa có nhiều kinh nghiệm về kiến trúc dữ liệu và các công nghệ như Hadoop và Spark.",Data Architect,Medium,0.5
"Tôi là một Nhà phân tích Kinh doanh có 3 năm kinh nghiệm trong lĩnh vực phân tích kinh doanh. Tôi đã từng làm việc với các công cụ như Excel, PowerPoint, và Word. Tôi cũng có kinh nghiệm về thống kê và đã từng làm việc với các ngôn ngữ như R và Python. Tuy nhiên, tôi chưa có kinh nghiệm nào về lĩnh vực công nghệ thông tin và không có kiến thức về kiến trúc dữ liệu hay các công nghệ liên quan.",Data Architect,Hard_Negative,0.0
